"regions","indicators","banks","currency-type","monthly-income","insurance-companies","type-of-insurance","economic-activity","countries","foreign-currency","assets","liabilities","Unit","Date","Value"
"Ad Dakhliyah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","2694660"
"Ad Dakhliyah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","3454679"
"Ad Dakhliyah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","3193723"
"Al Batinah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","94"
"Al Batinah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","96"
"Al Batinah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","88"
"Al Batinah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Al Batinah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Al Batinah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Al Batinah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Al Batinah","Banks Operating in the Sultanate","Commerical Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Al Batinah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","88"
"Al Batinah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","90"
"Al Batinah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","82"
"Al Batinah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Al Batinah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Al Batinah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Al Batinah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Al Batinah","Banks Operating in the Sultanate","Local Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Al Batinah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","6"
"Al Batinah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","6"
"Al Batinah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","6"
"Al Batinah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Al Batinah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Al Batinah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Al Batinah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Al Batinah","Banks Operating in the Sultanate","Foreign Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Al Batinah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","4"
"Al Batinah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","5"
"Al Batinah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","5"
"Al Batinah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Al Batinah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Al Batinah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Al Batinah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Al Batinah","Banks Operating in the Sultanate","Specialised Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Al Batinah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","1"
"Al Batinah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","1"
"Al Batinah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","3"
"Al Batinah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","0"
"Al Batinah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","0"
"Al Batinah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","0"
"Al Batinah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","0"
"Al Batinah","Banks Operating in the Sultanate","Islamic Banks","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","0"
"Al Batinah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","467"
"Al Batinah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","670"
"Al Batinah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","660"
"Al Batinah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","682"
"Al Batinah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","595"
"Al Batinah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","646"
"Al Batinah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","679"
"Al Batinah","No. of Subsidized Loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","568"
"Al Batinah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2012","1073"
"Al Batinah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2013","1173"
"Al Batinah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2014","1114"
"Al Batinah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2015","965"
"Al Batinah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2016","1415"
"Al Batinah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2017","1712"
"Al Batinah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2018","1687"
"Al Batinah","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","Number","2019","1761"
"Al Batinah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","13836100"
"Al Batinah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","23990400"
"Al Batinah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","25763500"
"Al Batinah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","26602500"
"Al Batinah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","26254000"
"Al Batinah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","28526400"
"Al Batinah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","27721600"
"Al Batinah","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","23577400"
"Al Batinah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","25209000"
"Al Batinah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","7734963"
"Al Batinah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","10024652"
"Al Batinah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","878000"
"Al Batinah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","12598000"
"Al Batinah","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","14850106"
